sentence,label,source,clean_sentence,token_count
Everything was perfect the night we were in.,1,yelp,everything perfect night,3
The food is very good for your typical bar food.,1,yelp,food good typical bar food,5
it was a drive to get there.,0,yelp,drive get,2
"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1,yelp,first glance lovely bakery cafe nice ambiance clean friendly staff,10
"Anyway, I do not think i will go back there.",0,yelp,anyway think go back,4
"Point your finger at any item on the menu, order it and you won't be disappointed.",1,yelp,point finger item menu order wont disappointed,7
"Oh this is such a thing of beauty, this restaurant.",1,yelp,oh thing beauty restaurant,4
If you haven't gone here GO NOW!,1,yelp,havent gone go,3
"A greasy, unhealthy meal.",0,yelp,greasy unhealthy meal,3
first time there and might just be the last.,0,yelp,first time might last,4
Those burgers were amazing.,1,yelp,burgers amazing,2
"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0,yelp,similarly delivery man say word apology food minutes late,9
And it was way to expensive.,0,yelp,way expensive,2
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1,yelp,sure order dessert even need pack togo tiramisu cannoli die,10
This was my first time and I can't wait until the next.,1,yelp,first time cant wait next,5
The bartender was also nice.,1,yelp,bartender also nice,3
Everything was good and tasty!,1,yelp,everything good tasty,3
This place is two thumbs up....way up.,1,yelp,place two thumbs upway,4
"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1,yelp,best place vegas breakfast check sat sun,7
"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1,yelp,love authentic mexican food want whole bunch interesting yet delicious meats choose need try place,15
Terrible management.,0,yelp,terrible management,2
An excellent new restaurant by an experienced Frenchman.,1,yelp,excellent new restaurant experienced frenchman,5
If there were zero stars I would give it zero stars.,0,yelp,zero stars would give zero stars,6
"Great steak, great sides, great wine, amazing desserts.",1,yelp,great steak great sides great wine amazing desserts,8
Worst martini ever!,0,yelp,worst martini ever,3
The steak and the shrimp are in my opinion the best entrees at GC.,1,yelp,steak shrimp opinion best entrees gc,6
I had the opportunity today to sample your amazing pizzas!,1,yelp,opportunity today sample amazing pizzas,5
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0,yelp,waited thirty minutes seated although vacant tables folks waiting,9
The yellowtail carpaccio was melt in your mouth fresh.,1,yelp,yellowtail carpaccio melt mouth fresh,5
I won't try going back there even if it's empty.,0,yelp,wont try going back even empty,6
"No, I'm going to eat the potato that I found some strangers hair in it.",0,yelp,im going eat potato found strangers hair,7
Just spicy enough.. Perfect actually.,1,yelp,spicy enough perfect actually,4
Last night was my second time dining here and I was so happy I decided to go back!,1,yelp,last night second time dining happy decided go back,9
"not even a ""hello, we will be right with you.""",0,yelp,even hello right,3
The desserts were a bit strange.,0,yelp,desserts bit strange,3
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1,yelp,boyfriend came first time recent trip vegas could pleased quality food service,12
"I really do recommend this place, you can go wrong with this donut place!",1,yelp,really recommend place go wrong donut place,7
Nice ambiance.,1,yelp,nice ambiance,2
I would recommend saving room for this!,1,yelp,would recommend saving room,4
I guess maybe we went on an off night but it was disgraceful.,0,yelp,guess maybe went night disgraceful,5
"However, my recent experience at this particular location was not so good.",0,yelp,however recent experience particular location good,6
"I know this is not like the other restaurants at all, something is very off here!",0,yelp,know like restaurants something,4
AVOID THIS ESTABLISHMENT!,0,yelp,avoid establishment,2
I think this restaurant suffers from not trying hard enough.,0,yelp,think restaurant suffers trying hard enough,6
All of the tapas dishes were delicious!,1,yelp,tapas dishes delicious,3
I *heart* this place.,1,yelp,heart place,2
My salad had a bland vinegrette on the baby greens and hearts of Palm.,0,yelp,salad bland vinegrette baby greens hearts palm,7
After two I felt disgusting.,0,yelp,two felt disgusting,3
A good time!,1,yelp,good time,2
I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1,yelp,believe place great stop huge belly hankering sushi,8
Generous portions and great taste.,1,yelp,generous portions great taste,4
I will never go back to this place and will never ever recommended this place to anyone!,0,yelp,never go back place never ever recommended place anyone,9
"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0,yelp,servers went back forth several times even much helped,9
Food was delicious!,1,yelp,food delicious,2
AN HOUR... seriously?,0,yelp,hour seriously,2
I consider this theft.,0,yelp,consider theft,2
Eew... This location needs a complete overhaul.,0,yelp,eew location needs complete overhaul,5
We recently witnessed her poor quality of management towards other guests as well.,0,yelp,recently witnessed poor quality management towards guests well,8
Waited and waited and waited.,0,yelp,waited waited waited,3
"He also came back to check on us regularly, excellent service.",1,yelp,also came back check us regularly excellent service,8
Our server was super nice and checked on us many times.,1,yelp,server super nice checked us many times,7
"The pizza tasted old, super chewy in not a good way.",0,yelp,pizza tasted old super chewy good way,7
I swung in to give them a try but was deeply disappointed.,0,yelp,swung give try deeply disappointed,5
Service was good and the company was better!,1,yelp,service good company better,4
The staff are also very friendly and efficient.,1,yelp,staff also friendly efficient,4
"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1,yelp,service im fan quick youre served nice folks,8
Boy was that sucker dry!!.,0,yelp,boy sucker dry,3
Over rated.,0,yelp,rated,1
"If you look for authentic Thai food, go else where.",0,yelp,look authentic thai food go else,6
Their steaks are 100% recommended!,1,yelp,steaks recommended,2
After I pulled up my car I waited for another 15 minutes before being acknowledged.,0,yelp,pulled car waited another minutes acknowledged,6
Great food and great service in a clean and friendly setting.,1,yelp,great food great service clean friendly setting,7
"All in all, I can assure you I'll be back.",1,yelp,assure ill back,3
I hate those things as much as cheap quality black olives.,0,yelp,hate things much cheap quality black olives,7
"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1,yelp,breakfast perpared great beautiful presentation giant slices toast lightly dusted powdered sugar,12
The kids play area is NASTY!,0,yelp,kids play area nasty,4
Great place fo take out or eat in.,1,yelp,great place fo take eat,5
The waitress was friendly and happy to accomodate for vegan/veggie options.,1,yelp,waitress friendly happy accomodate veganveggie options,6
OMG I felt like I had never eaten Thai food until this dish.,1,yelp,omg felt like never eaten thai food dish,8
"It was extremely ""crumby"" and pretty tasteless.",0,yelp,extremely crumby pretty tasteless,4
It was a pale color instead of nice and char and has NO flavor.,0,yelp,pale color instead nice char flavor,6
The croutons also taste homemade which is an extra plus.,1,yelp,croutons also taste homemade extra plus,6
I got home to see the driest damn wings ever!,0,yelp,got home see driest damn wings ever,7
It'll be a regular stop on my trips to Phoenix!,1,yelp,itll regular stop trips phoenix,5
I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.,1,yelp,really enjoyed crema caf expanded even told friends best breakfast,10
Not good for the money.,0,yelp,good money,2
I miss it and wish they had one in Philadelphia!,1,yelp,miss wish one philadelphia,4
"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0,yelp,got sitting fairly fast ended waiting minutes place order another minutes food arrived,13
They also have the best cheese crisp in town.,1,yelp,also best cheese crisp town,5
"Good value, great food, great service.",1,yelp,good value great food great service,6
Couldn't ask for a more satisfying meal.,1,yelp,couldnt ask satisfying meal,4
The food is good.,1,yelp,food good,2
It was awesome.,1,yelp,awesome,1
I just wanted to leave.,0,yelp,wanted leave,2
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1,yelp,made drive way north scottsdale one bit disappointed,8
I will not be eating there again.,0,yelp,eating,1
!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0,yelp,owners really really need quit soooooo cheap let wrap freaking sandwich two papers one,14
I checked out this place a couple years ago and was not impressed.,0,yelp,checked place couple years ago impressed,6
"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0,yelp,chicken got definitely reheated ok wedges cold soggy,8
"Sorry, I will not be getting food from here anytime soon :(",0,yelp,sorry getting food anytime soon,5
An absolute must visit!,1,yelp,absolute must visit,3
The cow tongue and cheek tacos are amazing.,1,yelp,cow tongue cheek tacos amazing,5
My friend did not like his Bloody Mary.,0,yelp,friend like bloody mary,4
"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0,yelp,despite hard rate businesses actually rare give star,8
They really want to make your experience a good one.,1,yelp,really want make experience good one,6
I will not return.,0,yelp,return,1
I had the chicken Pho and it tasted very bland.,0,yelp,chicken pho tasted bland,4
Very disappointing!!!,0,yelp,disappointing,1
The grilled chicken was so tender and yellow from the saffron seasoning.,1,yelp,grilled chicken tender yellow saffron seasoning,6
"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0,yelp,drive thru means want wait around half hour food somehow end going make us wait wait,16
Pretty awesome place.,1,yelp,pretty awesome place,3
Ambience is perfect.,1,yelp,ambience perfect,2
Best of luck to the rude and non-customer service focused new management.,0,yelp,best luck rude noncustomer service focused new management,8
Any grandmother can make a roasted chicken better than this one.,0,yelp,grandmother make roasted chicken better one,6
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0,yelp,asked multiple times wine list time ignored went hostess got one,11
"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1,yelp,staff always super friendly helpful especially cool bring two small boys baby,12
Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1,yelp,four stars food guy blue shirt great vibe still letting us eat,12
The roast beef sandwich tasted really good!,1,yelp,roast beef sandwich tasted really good,6
"Same evening, him and I are both drastically sick.",0,yelp,evening drastically sick,3
High-quality chicken on the chicken Caesar salad.,1,yelp,highquality chicken chicken caesar salad,5
Ordered burger rare came in we'll done.,0,yelp,ordered burger rare came well done,6
We were promptly greeted and seated.,1,yelp,promptly greeted seated,3
Tried to go here for lunch and it was a madhouse.,0,yelp,tried go lunch madhouse,4
"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1,yelp,proven dead wrong sushi bar quality great service fast food impeccable,11
"After waiting an hour and being seated, I was not in the greatest of moods.",0,yelp,waiting hour seated greatest moods,5
This is a good joint.,1,yelp,good joint,2
The Macarons here are insanely good.,1,yelp,macarons insanely good,3
I'm not eating here!,0,yelp,im eating,2
"Our waiter was very attentive, friendly, and informative.",1,yelp,waiter attentive friendly informative,4
Maybe if they weren't cold they would have been somewhat edible.,0,yelp,maybe werent cold would somewhat edible,6
This place has a lot of promise but fails to deliver.,0,yelp,place lot promise fails deliver,5
Very bad Experience!,0,yelp,bad experience,2
What a mistake.,0,yelp,mistake,1
Food was average at best.,0,yelp,food average best,3
Great food.,1,yelp,great food,2
We won't be going back anytime soon!,0,yelp,wont going back anytime soon,5
Very Very Disappointed ordered the $35 Big Bay Plater.,0,yelp,disappointed ordered big bay plater,5
Great place to relax and have an awesome burger and beer.,1,yelp,great place relax awesome burger beer,6
It is PERFECT for a sit-down family meal or get together with a few friends.,1,yelp,perfect sitdown family meal get together friends,7
"Not much flavor to them, and very poorly constructed.",0,yelp,much flavor poorly constructed,4
The patio seating was very comfortable.,1,yelp,patio seating comfortable,3
The fried rice was dry as well.,0,yelp,fried rice dry well,4
Hands down my favorite Italian restaurant!,1,yelp,hands favorite italian restaurant,4
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1,yelp,screams legit booksomethats also pretty rare vegas,7
It was just not a fun experience.,1,yelp,fun experience,2
The atmosphere was great with a lovely duo of violinists playing songs we requested.,1,yelp,atmosphere great lovely duo violinists playing songs requested,8
"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",1,yelp,personally love hummus pita baklava falafels baba ganoush amazing eggplant,10
"Very convenient, since we were staying at the MGM!",1,yelp,convenient since staying mgm,4
The owners are super friendly and the staff is courteous.,1,yelp,owners super friendly staff courteous,5
Both great!,1,yelp,great,1
Eclectic selection.,1,yelp,eclectic selection,2
The sweet potato tots were good but the onion rings were perfection or as close as I have had.,1,yelp,sweet potato tots good onion rings perfection close,8
The staff was very attentive.,1,yelp,staff attentive,2
And the chef was generous with his time (even came around twice so we can take pictures with him).,1,yelp,chef generous time even came around twice take pictures,9
"The owner used to work at Nobu, so this place is really similar for half the price.",1,yelp,owner used work nobu place really similar half price,9
Google mediocre and I imagine Smashburger will pop up.,0,yelp,google mediocre imagine smashburger pop,5
dont go here.,0,yelp,dont go,2
I promise they won't disappoint.,1,yelp,promise wont disappoint,3
As a sushi lover avoid this place by all means.,0,yelp,sushi lover avoid place means,5
What a great double cheeseburger!,1,yelp,great double cheeseburger,3
Awesome service and food.,1,yelp,awesome service food,3
A fantastic neighborhood gem !!!,1,yelp,fantastic neighborhood gem,3
I can't wait to go back.,1,yelp,cant wait go back,4
The plantains were the worst I've ever tasted.,0,yelp,plantains worst ive ever tasted,5
It's a great place and I highly recommend it.,1,yelp,great place highly recommend,4
Service was slow and not attentive.,0,yelp,service slow attentive,3
"I gave it 5 stars then, and I'm giving it 5 stars now.",1,yelp,gave stars im giving stars,5
Your staff spends more time talking to themselves than me.,0,yelp,staff spends time talking,4
Dessert: Panna Cotta was amazing.,1,yelp,dessert panna cotta amazing,4
"Very good food, great atmosphere.1",1,yelp,good food great atmosphere,4
Damn good steak.,1,yelp,damn good steak,3
Total brunch fail.,0,yelp,total brunch fail,3
"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1,yelp,prices reasonable flavors spot sauce home made slaw drenched mayo,10
"The decor is nice, and the piano music soundtrack is pleasant.",1,yelp,decor nice piano music soundtrack pleasant,6
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1,yelp,steak amazingrge fillet relleno best seafood plate ever,8
"Good food , good service .",1,yelp,good food good service,4
It was absolutely amazing.,1,yelp,absolutely amazing,2
"I probably won't be back, to be honest.",0,yelp,probably wont back honest,4
will definitely be back!,1,yelp,definitely back,2
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1,yelp,sergeant pepper beef sandwich auju sauce excellent sandwich well,9
"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1,yelp,hawaiian breeze mango magic pineapple delight smoothies ive tried far theyre good,12
Went for lunch - service was slow.,0,yelp,went lunch service slow,4
"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0,yelp,much say place walked expected amazing quickly disappointed,8
I was mortified.,0,yelp,mortified,1
"Needless to say, we will never be back here again.",0,yelp,needless say never back,4
"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0,yelp,anyways food definitely filling price pay expect,7
"The chips that came out were dripping with grease, and mostly not edible.",0,yelp,chips came dripping grease mostly edible,6
I wasn't really impressed with Strip Steak.,0,yelp,wasnt really impressed strip steak,5
Have been going since 2007 and every meal has been awesome!!,1,yelp,going since every meal awesome,5
Our server was very nice and attentive as were the other serving staff.,1,yelp,server nice attentive serving staff,5
The cashier was friendly and even brought the food out to me.,1,yelp,cashier friendly even brought food,5
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0,yelp,work hospitality industry paradise valley refrained recommending cibo longer,9
The atmosphere here is fun.,1,yelp,atmosphere fun,2
Would not recommend to others.,0,yelp,would recommend others,3
"Service is quick and even ""to go"" orders are just like we like it!",1,yelp,service quick even go orders like like,7
"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0,yelp,mean really get famous fish chips terrible,7
"That said, our mouths and bellies were still quite pleased.",1,yelp,said mouths bellies still quite pleased,6
Not my thing.,0,yelp,thing,1
2 Thumbs Up!!,1,yelp,thumbs,1
If you are reading this please don't go there.,0,yelp,reading please dont go,4
"I loved the grilled pizza, reminded me of legit Italian pizza.",1,yelp,loved grilled pizza reminded legit italian pizza,7
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1,yelp,pros large seating area nice bar area great simple drink menu best brick oven pizza homemade dough,17
They have a really nice atmosphere.,1,yelp,really nice atmosphere,3
Tonight I had the Elk Filet special...and it sucked.,0,yelp,tonight elk filet specialand sucked,5
"After one bite, I was hooked.",1,yelp,one bite hooked,3
We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0,yelp,ordered old classics new dishes going times sorely disappointed everything,10
"Cute, quaint, simple, honest.",1,yelp,cute quaint simple honest,4
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1,yelp,chicken deliciously seasoned perfect fry outside moist chicken inside,9
"The food was great as always, compliments to the chef.",1,yelp,food great always compliments chef,5
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1,yelp,special thanks dylan recommendation order yummy tummy,7
Awesome selection of beer.,1,yelp,awesome selection beer,3
Great food and awesome service!,1,yelp,great food awesome service,4
"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",1,yelp,one nice thing added gratuity bill since party larger didnt expect tip,12
A FLY was in my apple juice.. A FLY!!!!!!!!,0,yelp,fly apple juice fly,4
The Han Nan Chicken was also very tasty.,1,yelp,han nan chicken also tasty,5
"As for the service, I thought it was good.",1,yelp,service thought good,3
"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",0,yelp,food barely lukewarm must sitting waiting server bring us,9
Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0,yelp,ryans bar definitely one edinburgh establishment wont revisiting,8
Nicest Chinese restaurant I've been in a while.,1,yelp,nicest chinese restaurant ive,4
"Overall, I like there food and the service.",1,yelp,overall like food service,4
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1,yelp,also serve indian naan bread hummus spicy pine nut sauce world,11
"Probably never coming back, and wouldn't recommend it.",0,yelp,probably never coming back wouldnt recommend,6
"Friend's pasta -- also bad, he barely touched it.",0,yelp,friends pasta also bad barely touched,6
"Try them in the airport to experience some tasty food and speedy, friendly service.",1,yelp,try airport experience tasty food speedy friendly service,8
I love the decor with the Chinese calligraphy wall paper.,1,yelp,love decor chinese calligraphy wall paper,6
Never had anything to complain about here.,1,yelp,never anything complain,3
The restaurant is very clean and has a family restaurant feel to it.,1,yelp,restaurant clean family restaurant feel,5
It was way over fried.,0,yelp,way fried,2
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0,yelp,im sure long stood long enough begin feel awkwardly place,10
"When I opened the sandwich, I was impressed, but not in a good way.",0,yelp,opened sandwich impressed good way,5
Will not be back!,0,yelp,back,1
There was a warm feeling with the service and I felt like their guest for a special treat.,1,yelp,warm feeling service felt like guest special treat,8
An extensive menu provides lots of options for breakfast.,1,yelp,extensive menu provides lots options breakfast,6
"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1,yelp,always order vegetarian menu dinner wide array options choose,9
"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0,yelp,watched prices inflate portions get smaller management attitudes grow rapidly,10
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1,yelp,wonderful lil tapas ambience made feel warm fuzzy inside,9
"I got to enjoy the seafood salad, with a fabulous vinegrette.",1,yelp,got enjoy seafood salad fabulous vinegrette,6
"The wontons were thin, not thick and chewy, almost melt in your mouth.",1,yelp,wontons thin thick chewy almost melt mouth,7
"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1,yelp,level spicy perfect spice didnt overwhelm soup,7
We were sat right on time and our server from the get go was FANTASTIC!,1,yelp,sat right time server get go fantastic,7
"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0,yelp,main thing didnt enjoy crowd older crowd around mid,9
"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1,yelp,im side town definitely spot ill hit,7
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0,yelp,wait minutes get drink longer get arepas,7
This is a GREAT place to eat!,1,yelp,great place eat,3
The jalapeno bacon is soooo good.,1,yelp,jalapeno bacon soooo good,4
The service was poor and thats being nice.,0,yelp,service poor thats nice,4
"Food was good, service was good, Prices were good.",1,yelp,food good service good prices good,6
The place was not clean and the food oh so stale!,0,yelp,place clean food oh stale,5
"The chicken dishes are OK, the beef is like shoe leather.",0,yelp,chicken dishes ok beef like shoe leather,7
But the service was beyond bad.,0,yelp,service beyond bad,3
"I'm so happy to be here!!!""",1,yelp,im happy,2
Tasted like dirt.,0,yelp,tasted like dirt,3
One of the few places in Phoenix that I would definately go back to again .,1,yelp,one places phoenix would definately go back,7
The block was amazing.,1,yelp,block amazing,2
"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1,yelp,close house lowkey nonfancy affordable prices good food,8
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1,yelp,hot sour egg flower soups absolutely stars,7
My sashimi was poor quality being soggy and tasteless.,0,yelp,sashimi poor quality soggy tasteless,5
Great time - family dinner on a Sunday night.,1,yelp,great time family dinner sunday night,6
"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0,yelp,food tasty say real traditional hunan style,7
"What did bother me, was the slow service.",0,yelp,bother slow service,3
The flair bartenders are absolutely amazing!,1,yelp,flair bartenders absolutely amazing,4
Their frozen margaritas are WAY too sugary for my taste.,0,yelp,frozen margaritas way sugary taste,5
These were so good we ordered them twice.,1,yelp,good ordered twice,3
So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0,yelp,nutshell restaraunt smells like combination dirty fish market sewer,9
My girlfriend's veal was very bad.,0,yelp,girlfriends veal bad,3
"Unfortunately, it was not good.",0,yelp,unfortunately good,2
I had a pretty satifying experience.,1,yelp,pretty satifying experience,3
Join the club and get awesome offers via email.,1,yelp,join club get awesome offers via email,7
"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1,yelp,perfect someone likes beer ice cold case even colder,9
Bland and flavorless is a good way of describing the barely tepid meat.,0,yelp,bland flavorless good way describing barely tepid meat,8
"The chains, which I'm no fan of, beat this place easily.",0,yelp,chains im fan beat place easily,6
The nachos are a MUST HAVE!,1,yelp,nachos must,2
We will not be coming back.,0,yelp,coming back,2
"I don't have very many words to say about this place, but it does everything pretty well.",1,yelp,dont many words say place everything pretty well,8
"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1,yelp,staff super nice quick even crazy crowds downtown juries lawyers court staff,12
"Great atmosphere, friendly and fast service.",1,yelp,great atmosphere friendly fast service,5
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1,yelp,received pita huge lot meat thumbs,6
Once your food arrives it's meh.,0,yelp,food arrives meh,3
Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0,yelp,paying hot dog fries looks like came kids meal wienerschnitzel idea good meal,13
The classic Maine Lobster Roll was fantastic.,1,yelp,classic maine lobster roll fantastic,5
"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0,yelp,brother law works mall ate day guess sick night,9
So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1,yelp,good going review place twice hereas tribute place tribute event held last night,13
"The chips and salsa were really good, the salsa was very fresh.",1,yelp,chips salsa really good salsa fresh,6
This place is great!!!!!!!!!!!!!!,1,yelp,place great,2
Mediocre food.,0,yelp,mediocre food,2
Once you get inside you'll be impressed with the place.,1,yelp,get inside youll impressed place,5
I'm super pissd.,0,yelp,im super pissd,3
And service was super friendly.,1,yelp,service super friendly,3
Why are these sad little vegetables so overcooked?,0,yelp,sad little vegetables overcooked,4
This place was such a nice surprise!,1,yelp,place nice surprise,3
They were golden-crispy and delicious.,1,yelp,goldencrispy delicious,2
"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0,yelp,high hopes place since burgers cooked charcoal grill unfortunately taste fell flat way flat,14
I could eat their bruschetta all day it is devine.,1,yelp,could eat bruschetta day devine,5
Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0,yelp,single employee came see ok even needed water refill finally served us food,13
"Lastly, the mozzarella sticks, they were the best thing we ordered.",1,yelp,lastly mozzarella sticks best thing ordered,6
"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1,yelp,first time ever came amazing experience still tell people awesome duck,11
The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,0,yelp,server negligent needs made us feel unwelcome would suggest place,10
The service was terrible though.,0,yelp,service terrible though,3
"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0,yelp,place overpriced consistent boba really overpriced,6
It was packed!!,0,yelp,packed,1
I love this place.,1,yelp,love place,2
I can say that the desserts were yummy.,1,yelp,say desserts yummy,3
The food was terrible.,0,yelp,food terrible,2
The seasonal fruit was fresh white peach puree.,1,yelp,seasonal fruit fresh white peach puree,6
It kept getting worse and worse so now I'm officially done.,0,yelp,kept getting worse worse im officially done,7
This place should honestly be blown up.,0,yelp,place honestly blown,3
But I definitely would not eat here again.,0,yelp,definitely would eat,3
Do not waste your money here!,0,yelp,waste money,2
I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1,yelp,love put food nice plastic containers opposed cramming little paper takeout boxes,12
The crêpe was delicate and thin and moist.,1,yelp,crpe delicate thin moist,4
Awful service.,0,yelp,awful service,2
Won't ever go here again.,0,yelp,wont ever go,3
Food quality has been horrible.,0,yelp,food quality horrible,3
For that price I can think of a few place I would have much rather gone.,0,yelp,price think place would much rather gone,7
The service here is fair at best.,0,yelp,service fair best,3
"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0,yelp,love sushi found kabuki overpriced overhip underservices,7
Do yourself a favor and stay away from this dish.,0,yelp,favor stay away dish,4
Very poor service.,0,yelp,poor service,2
No one at the table thought the food was above average or worth the wait that we had for it.,0,yelp,one table thought food average worth wait,7
"Best service and food ever, Maria our server was so good and friendly she made our day.",1,yelp,best service food ever maria server good friendly made day,10
They were excellent.,1,yelp,excellent,1
I paid the bill but did not tip because I felt the server did a terrible job.,0,yelp,paid bill tip felt server terrible job,7
Just had lunch here and had a great experience.,1,yelp,lunch great experience,3
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0,yelp,never bland food surprised considering article read focused much spices flavor,11
Food is way overpriced and portions are fucking small.,0,yelp,food way overpriced portions fucking small,6
I recently tried Caballero's and I have been back every week since!,1,yelp,recently tried caballeros back every week since,7
"for 40 bucks a head, i really expect better food.",0,yelp,bucks head really expect better food,6
The food came out at a good pace.,1,yelp,food came good pace,4
"I ate there twice on my last visit, and especially enjoyed the salmon salad.",1,yelp,ate twice last visit especially enjoyed salmon salad,8
I won't be back.,0,yelp,wont back,2
We could not believe how dirty the oysters were!,0,yelp,could believe dirty oysters,4
This place deserves no stars.,0,yelp,place deserves stars,3
I would not recommend this place.,0,yelp,would recommend place,3
"In fact I'm going to round up to 4 stars, just because she was so awesome.",1,yelp,fact im going round stars awesome,6
"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0,yelp,disbelief dish qualified worst version foods ever tasted,8
"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0,yelp,bad day low tolerance rude customer service people job nice polite wash dishes otherwise,14
the potatoes were great and so was the biscuit.,1,yelp,potatoes great biscuit,3
I probably would not go here again.,0,yelp,probably would go,3
So flavorful and has just the perfect amount of heat.,1,yelp,flavorful perfect amount heat,4
The price is reasonable and the service is great.,1,yelp,price reasonable service great,4
"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0,yelp,wife hated meal coconut shrimp friends really enjoy meals either,10
My fella got the huevos rancheros and they didn't look too appealing.,0,yelp,fella got huevos rancheros didnt look appealing,7
"Went in for happy hour, great list of wines.",1,yelp,went happy hour great list wines,6
Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,1,yelp,may say buffet pricey think get pay place getting quite lot,11
I probably won't be coming back here.,0,yelp,probably wont coming back,4
Worst food/service I've had in a while.,0,yelp,worst foodservice ive,3
